Sample Name	Ag	Al	As	Au	B	Ba	Bi	C	Ca	Cd	Ce	Co	Cr	Cu	ENA	Fe	Ga	Ge	H	Hf	Hg	In	La	Mg	Mn	Mo	N	Nb	Nd	Ni	O	P	Pb	Pd	Pr	Pt	Re	Rh	S	Sb	Sc	Se	Si	Sm	Sn	Sol_Al	Sol_B	Sol_Ca	Sol_Ti	Sr	Ta	Te	Th	Ti	Tl	V	W	Y	Zn	Zr	Column1
VASKUT S22								0.014					1	0.02		68.849									0.34	0.82				28.2		0.009							0.008				0.61											0.13							
VASKUT S23								0.007					0.13	0.04		65.447									0.82	0.021				33.4		0.007							0.008				0.12																		
VASKUT S24								0.65					10.28	0.12		75.632									0.94	0.41		1.65		9.19		0.062							0.036				0.76											0.27							
VASKUT S25								0.067					15.6	0.07		64.71301									1.9	1.77		0.07		13.8		0.045							0.015				1.49											0.46							
VASKUT S26								0.076					18.9	0.14		73.091									0.99	2.59		0.07		3.31		0.027							0.026				0.67											0.11							
VASKUT S27								0.61					25.2	0.1		63.936									2	0.14		0.14		6.16		0.024							0.03				1.12											0.54							
VASKUT S4								0.15					10.7	0.24		73.716									1.07	1.62				10.9		0.021							0.003				0.72											0.86							
VASKUT S7								0.25					6.6	0.23		79.37									0.26	0.06				13.1		0.021							0.004				0.09											0.015							
VASKUT S8								0.51					23.7	0.16		66.224									0.9	0.32				7.15		0.024							0.002				1											0.01							
VASKUT S9								0.39					9.6	0.39		63.717									1.36	3.38				18		0.019							0.004				1.58											1.56							
VASKUT T1								0.073					0.019	0.04		94.56									0.046					0.02		0.014							0.004				5.21		0.003									0.011							
VASKUT T1/1		0.003	0.0033		0.0002			0.1	0.0012			0.0055	0.065	0.038		94.1836									0.14		0.006			0.036		0.014							0.013	0.0007			5.29		0.006									0.02		0.006	0.068			0.0005	
VASKUT T2								0.068					0.045	0.03		96.38									0.147					0.03		0.01							0.011				3.27		0.002									0.007							
VASKUT T2/2								0.039					0.065	0.075		95.558									0.28					0.074		0.012							0.02				3.84											0.037							
VASKUT T3								0.071					0.063	0.26		98.268									0.48	0.008				0.097		0.052							0.029				0.65		0.021									0.001							
VASKUT T3/2		0.001	0.0047		0.0001			0.09	0.0002			0.006	0.4	0.1		97.8425									0.6	0.018	0.016			0.11		0.058							0.033	0.002			0.66		0.049									0.0025		0.002	0.0046			0.0004	
VASKUT T4								0.143					0.061	0.18		97.101									0.3	0.011				0.071		0.022							0.014				2.08		0.013									0.004							
VASKUT T4/1		0.0013	0.006		0.0002			0.17	0.0003			0.006	0.24	0.16		96.7923									0.23	0.011	0.008			0.077		0.012							0.041	0.0016			1.97		0.01									0.001		0.022	0.24			0.0003	
VDM 017												32	0.2	0.5		65.77									0.62					0.53													0.38																		
VDM 018												33.73	0.15	0.34		64.19									0.52					0.78													0.29																		
VDM 019												34.31	0.11	0.24		63.63									0.41					1.11													0.19																		
VDM 020												35.25	0.07	0.17		62.95									0.26					1.19													0.11																		
VDM 021												35.89	0.05	0.17		61.98									0.26					1.57													0.08																		
VDM 084												27.62	17.32	0.06		53.38									1.08					0.31													0.23																		
VDM 085												29.1	16.33	0.11		53.02									0.89					0.37													0.18																		
VDM 086												30.75	15.32	0.23		53														0.56													0.14																		
VDM 087												32.22	14.38	0.32		51.6									0.5					0.88													0.1																		
VON-MOSS 21770		0.003	0.0212		0.0003			0.1763	0.002		0.0098	0.0148	0.0941	0.3639		97.6351									0.9721	0.0175	0.0213	0.0004		0.117		0.0106	0.003						0.0221	0.0068			0.3049											0.0017		0.0699	0.0033		0.0131	0.1158	
VON-MOSS 21771		0.0028	0.0216		0.0003			0.1811	0.0015		0.0103	0.0153	0.1411	0.4421		97.4934									0.961	0.0182	0.0188	0.0003		0.1347		0.013	0.003						0.0197	0.0091			0.2894											0.0017		0.0712	0.004		0.0134	0.133	
VON-MOSS 21779		0.0029	0.0212		0.0003			0.1907	0.0014		0.0116	0.0158	0.1266	0.5095		97.3518									0.957	0.0209	0.02	0.0005		0.1563		0.0122	0.0042						0.0257	0.01			0.316											0.0017		0.073	0.0034		0.017	0.1503	
VON-MOSS 21786		0.003	0.0222		0.0003			0.2214	0.0004		0.0105	0.0162	0.1553	0.4161		97.4323									0.9825	0.0217	0.0279	0.0005		0.1523		0.013	0.003						0.009	0.0068			0.2892											0.002		0.0732	0.0032		0.0141	0.1239	
VON-MOSS 21789		0.0038	0.0223		0.0003			0.1784	0.0019		0.0112	0.0169	0.1654	0.4479		97.2637									1.0877	0.0209	0.0245	0.0007		0.1413		0.018	0.0022						0.0115	0.0058			0.3556											0.0021		0.0824	0.0039		0.0132	0.1184	
VSG 016								1.71					0.01	0.04		90.4032									0.62	0.0052				0.03		0.017							0.0046				7.16																		
WILLAN 12538H								0.062					23.68			67.648									0.8	1.05				6.15													0.61																		
WILLAN 12539F								0.092					25.25			66.798									0.65	0.96				5.45													0.8																		
WILLAN 12540K								0.165					27.76	0.03		64.512									0.53	0.61				5.43		0.006							0.007				0.95																		
WILLAN 12540L								0.15					27.88			64.77									0.443	0.543				5.167													1.047																		
WILLAN 12748T		0.009	0.145					0.135				0.28	0.755	0.543		96.4786									0.494	0.3				0.454		0.053							0.052				0.122		0.074									0.003		0.0464	0.056				
WILLAN 12750S		0.27	0.12					0.202				0.61	0.7	0.11		95.6578									0.54	0.11				0.7		0.022							0.058			0.0002	0.57		0.22									0.11							
WILLAN 12750T		0.285						0.202				0.67	0.853	0.0215		95.5236									0.248	0.119		0.12		1.012		0.0106							0.0082				0.383		0.227									0.116		0.0961	0.105				
WILLAN 12853/K					0.004			0.108				0.29	17.2	0.55		64.792									0.84	2.75				12.2		0.022							0.024	0.02			1.06								0.02			0.005			0.1			0.015	
WILLAN 12854/H					0.008		0.001	0.115				0.116	17.085	0.218		65.243									1.12	2.77				11.825		0.012							0.012	0.09			1.095								0.065			0.055			0.16			0.01	
WILLAN 12854/K		0.058			0.009		0.019	0.055				0.126	16.64	0.161		64.9645									1.32	2.79	0.057			12.12		0.018							0.0155	0.114		0.016	1.1		0.02						0.065			0.051		0.118	0.153			0.01	
WILLAN 12854/L					0.0076			0.053				0.33	15.77	0.306		65.7446									1.3	2.5	0.055	0.689		11.6		0.024							0.0278				1.308								0.06			0.065			0.16				
WILLAN 12855/J					0.005		0.024	0.0925				0.158	17.46	0.423		64.5245									1.043	2.87				11.967		0.0115							0.0145	0.177			0.94								0.015			0.052			0.222			0.001	
WILLAN 12855/K					0.021		0.0025	0.109				0.16	17.25	0.4		64.5495									1.04	2.78				12.1		0.014							0.016	0.19			1								0.11			0.043			0.21			0.005	
WILLAN 12855/L					0.0036		0.003	0.0361				0.207	17.55	0.379		65.748									0.939	2.56				10.98		0.021							0.0123	0.177			1.029								0.11			0.044			0.201				
WILLAN 12855/M					0.01		0.001	0.18				0.23	17.2	0.45		65.532									1.15	2.85				10.8		0.025							0.022	0.2			1.04								0.05			0.06			0.2				
WILLAN 14207/F													19.84	0.21		61.89									0.63	0.21		0.28		12.6													1.36														2.98				
WILLAN 14207/G													19.91	0.21		61.96									0.71	0.2		0.24		12.3													1.5														2.97				
WILLAN 14211/G								0.054				0.04	26	0.3		55.122									0.73	0.31		0.16		12.39		0.014							0.01				1.71														3.16				
WILLAN 14211/K								0.049				0.09	25.84	0.27		55.574									0.75	0.03		0.15		12.37		0.018							0.019				1.6														3.24				
WILLAN 14211M								0.03				0.07	25.9	0.3		54.861									0.8	0.32		0.16		12.45		0.018							0.021				1.69														3.38				
WILLAN 14212/P								0.112				0.1	22.108	0.486		60.341									0.29	0.458		0.59		9.06		0.035							0.036				2.59											0.104		0.118	3.572				
WILLAN 14212L								0.073				0.1	21	0.48		62.464									0.3	0.48		0.49		8.74		0.033							0.04				2.44														3.36				
WILLAN 14212Q		0.013						0.069		  0.00150000		0.241	20.9	5.56		54.8635									0.66	0.54	0.121	0.612		10.33		0.058							0.041				2.5											0.018		0.152	3.32				
WILLAN 14215/E								0.15					23			56.58									1.03					15.75													0.54														2.95				
WILLAN 14215G								0.145					23.18			56.965									1.05					15.15													0.49														3.02				
WILLAN 14215H								0.2				0.01	22.96	0.023		56.15									1.23	0.01		0.01		15.7		0.009							0.008				0.61														3.08				
WILLAN 14216/K								0.035				0.56	22.8	0.27		58.817									0.72	0.2		0.01		13.06		0.03							0.028				1.41														2.06				
WILLAN 14216/M								0.09				0.22	22.48	0.22		59.153									0.94	0.23		0.36		12.55		0.028							0.029				1.5														2.2				
WILLAN 14219/G								0.085					21.66	0.25		59.035									0.59	0.24		0.16		12.36		0.046							0.054				1.53														3.99				
WILLAN 14219/H								0.081					21.78	0.289		58.8128									0.695	0.243		0.185		12.225		0.045							0.049				1.515														4.08		0.0002		
WILLAN 14219/J								0.08					21.71	0.23		59.0848									0.48	0.19		0.19		12.39		0.047							0.048				1.48														4.07		0.0002		
WILLAN 14775/M								0.04					17.81	0.22		76.81									1.44	0.49		0.75		1.84													0.6																		
WILLAN 14775/Q								0.066				0.155	17.86	0.22		76.523									1.42	0.51		0.787		1.797		0.023							0.044				0.595																		
WILLAN 14933/E		0.005						0.0076				11.4	0.01	0.04		68.3159									0.26	4.3				15.3		0.0045							0.017				0.02		0.08									0.21			0.03				
WILLAN 14933/F		0.04						0.016				11.2	0.01			67.494									0.23	4.18				16.6		0.002							0.008				0.04											0.18							
WILLAN 14934/E		0.008						0.01				9.06	0.11			67.853									0.26	4.52				17.55		0.023							0.036				0.1											0.47							
WILLAN 14935/F		0.29						0.03				6.75	0.33			66.216									0.47	5.4				19.05		0.043							0.041				0.38											1							
WILLAN 15023/F		0.16						0.1				0.2	10.92	0.07		83.772									1.27	1		1.5		0.78		0.01							0.018				0.2																		
WILLAN 15023/Q								0.08				0.062	10.84	0.03		84.071									1.2	1.02		1.62		0.79		0.013							0.014				0.26																		
WILLAN 15023/R								0.14				0.079	11.08	0.09		83.743									1.23	0.98		1.57		0.79		0.009							0.019				0.27																		
WILLAN 15023/T								0.157				0.065	11.21	0.07		83.22495									1.68	1.01		1.505		0.825		0.024							0.024				0.205														0.00005				
WILLAN 15024/R								0.165				0.09	16.23	0.22		78.589									0.46	0.24		0.13		3.03		0.027							0.039				0.78																		
WILLAN 15024/T								0.16				0.11	15.08	0.42		78.993									0.71	0.25		0.14		3.2		0.043							0.044				0.85																		
WILLAN 15024/V								0.19				0.11	14.81	0.38		79.476									0.75	0.26		0.1		2.97		0.042							0.042				0.87																		
WILLAN 15035/F								0.09				0.185	14.38	0.23		80.245									0.9	0.4		0.55		2.45													0.57																		
WILLAN 15035/S								0.16				0.232	13.88	0.328		79.866									1.087	0.443		0.625		2.45		0.045							0.067				0.817																		
WILLAN 15035/T								0.104				0.208	13.94	0.308		79.97595									0.927	0.447		0.627		2.66		0.054							0.069				0.68											0.00005							
WILLAN 15059/D								0.08				0.01	16.6	0.16		78.1									1.29	0.63		0.76		1.78		0.012							0.028				0.55																		
WILLAN 15059/J								0.031					16.04	0.21		78.865									1.33	0.63		0.88		1.52		0.008							0.016				0.47																		
WILLAN 15059/M								0.063				0.27	15.76	0.37		78.623									1.32	0.59		0.86		1.56		0.015							0.019				0.55																		
WILLAN 15059N								0.057				0.264	15.97	0.143		78.948									1.222	0.636	0.049	0.813		1.3		0.015							0.02				0.482		0.019											0.062					
WILLAN 15196/N								0.61								87.168									10.92							0.013							0.009				1.28																		
WILLAN 15197/M								1.59					0.05	0.013		82.269									14.9					0.013		0.1							0.045				1.02																		
WILLAN 15253Q		0.008	0.0111		0.0045		0.037	0.288				0.079	1.61	0.411		93.085									1.28	0.509	0.014	0.51		0.544		0.0644	0.023						0.092	0.11		0.022	0.445		0.221									0.009		0.261	0.306		0.056		
WILLAN 15253R		0.187						0.24			0.00005	0.093	1.492	0.431		93.49395									1.162	0.538	0.043	0.49		0.527		0.066							0.054				0.387		0.216											0.248	0.332				
WILLAN 15254/G		1						0.4				0.08	2.02	0.12		93.434									0.81	0.76				0.32		0.046							0.05				0.71													0.25					
WILLAN 15254N		0.96						0.46				0.11	2.04	0.19		92.944									1.03	0.86				0.46		0.06							0.066				0.81													0.01					
WILLAN 15254S		0.97						0.34				0.13	2.04	0.31		93.054									0.8	0.74				0.37		0.053							0.043				0.81													0.34					
WILLAN 15254U		0.85						0.34				0.5	2.12	0.13		92.619									1.07	0.76				0.31		0.057							0.054				0.76		0.04											0.39					
WILLAN 15256N		0.03						0.094				0.28	0.32	0.06		94.088									0.51	0.07				3.51		0.046							0.042				0.16		0.15											0.64					
WILLAN 15258F		0.048	0.002					0.465				0.265	0.285	0.11		96.459									0.74	0.2		0.001		0.28		0.045							0.044	0.001			1		0.052									0.002						0.001	
WILLAN 15258L		0.055						0.53				0.33	0.3	0.15		95.417									1.12	0.22				0.32		0.046							0.062				1.05		0.07											0.33					
WILLAN 15259M		0.21						0.68				0.16	0.55	0.2		90.944									0.41	0.46				4.04		0.041							0.085				1.92		0.12											0.18					
WILLAN 15260T		0.62						0.53				0.12	3.25	0.25		91.462									2.08	0.13				0.59		0.038							0.08				0.3		0.03											0.52					
WILLAN 15260U		0.603						0.428				0.125	3.043	0.113		91.893									2.018	0.11				0.693		0.04							0.064				0.31		0.027											0.533					
WILLAN 15261Q		1.652					0.0005	0.592				0.308	0.493	0.302		92.4785									0.563	1.41				0.132		0.115							0.075				1.572		0.037											0.134	0.136				
WILLAN 15261R		1.73	0.039		0.0093		0.046	0.522			0.0002	0.245	0.959	0.364		89.567									1.013	1.43	0.004	0.783		0.147		0.117	0.028						0.079	0.23		0.0251	1.72		0.0204									0.58		0.118	0.187		0.037		
WILLAN 15261V		1.57						0.75				0.33	0.58	0.38		91.746									1.12	1.53				0.22		0.107							0.077				1.44		0.02											0.13					
WILLAN 15266R		0.39						0.23				0.22	4.05	0.24		91.523									1.31	0.31				1.3		0.093							0.064				0.18		0.02											0.07					
WILLAN 15294/F								2.35					31.1			65.99									0.2																		0.36																		
WILLAN 15294/G								1.96					33.3			64.18									0.24																		0.32																		
WILLAN 15294/R								2.4					30.8	0.19		64.665									0.59	0.12				0.275		0.1							0.055				0.44														0.365				
WILLAN 15295/E								2.88					27.44			68.06									0.68																		0.94																		
WILLAN 15295/G								2.59					28			67.69									0.88																		0.84																		
WILLAN 15295/N								2.62					27.86	0.207		66.95									0.74	0.27				0.22		0.06							0.063				0.8														0.21				
WILLAN 15309/F								3.11					24.72			69.43									0.93																		1.81																		
WILLAN 15309/G								3.01					24.84			69.37									1.28																		1.5																		
WILLAN 15309/P								3.16					24.95	0.15		68.389									1.72	0.01				0.21		0.02							0.051				1.31														0.03				
WILLAN 20001/C								3.06					1.59			71.634									0.55					22.1									0.156				0.91																		
WILLAN 20001/D								2.86					1.53			72.14									0.56					21.5									0.17				1.24																		
WILLAN 20002/C								3.08					2.58	0.33		71.02									1.04					19.8		0.077							0.073				2																		
WILLAN 20002/D								3.02					2.07	0.31		71.466									1.05					20		0.057							0.067				1.96																		
WILLAN 20003/C								3					2.84	0.59		71.05									1.51					18		0.21											2.8																		
WILLAN 20003/D								2.92					2.5	0.54		71.73									1.54					17.5		0.2											3.07																		
WILLAN 353A		0.01						0.079				0.027				98.408									1.02			0.12				0.005							0.006	0.11			0.1													0.015				0.1	
WILLAN HS/1								0.68				0.52	3.85			75.267									0.23	0.52				0.14		0.021							0.022				0.29													0.99	17.47				
WILLAN HS/2								0.84				5.12	3.91			69.415									0.34	0.79				0.1		0.036							0.039				0.41													1.09	17.91				
WILLAN HS/3								0.66				9.87	4.41			63.051									0.34	1.02				0.25		0.024							0.035				0.34													1.2	18.8				
WILLAN HS/3G								0.95				10.6	5.12	0.056		60.896									0.48	1.2				0.42		0.018							0.07				0.24		0.02											1.23	18.7				
WILLAN HS/3K			0.017				0.0002	0.92			0.0002	10.73	5.6	0.128		58.9376									0.632	1.33	0.03			0.354		0.016							0.031				0.35		0.014											1.31	19.6				
WILLAN HS/3L			0.044					0.855				10.64	5.25	0.2		59.94									0.621	1.24	0.087			0.706		0.035	0.01						0.046				0.318		0.288											1.79	17.93				
WILLAN HS/4								0.92				2.04	3.67			82.35									0.08	0.25				0.03		0.017							0.013				0.19													0.62	9.82				
WILLAN HS/5								0.82				8	3.82	0.08		75.424									0.31	3.35				0.13		0.025							0.021				0.43													1.47	6.12				
WILLAN HS/6								0.69				0.28	4.17	0.1		80.932									0.16	5.08				0.04		0.037							0.031				0.3													1.8	6.38				
WILLAN PH1F								0.068					16.56	3.14		73.149									1.5		0.041			4.9		0.059							0.013				0.57																		
WILLAN PH2/K								0.071					16.74	4.112		72.724									0.889	0.94	0.013	0.166		3.787		0.025							0.02				0.512											0.001							
WILLAN PH2G								0.05					17.3	4		72.111									1.24	1	0.06	0.17		3.5		0.023							0.056				0.49																		
WILLAN PH2L		0.051			0.0061			0.111				0.116	16.77	4.08		72.1688									1.14	0.5	0.107	0.336		3.67		0.027							0.0251				0.69											0.083		0.119					
WILLAN PH3G								0.105					15.91	5.88		70.617									0.54	0.72	0.074	0.48		3.9		0.016							0.028				1.73																		
WILLAN PH3K								0.15					15.13	6.28		71.514									0.44	0.78	0.073	0.49		3.16		0.011							0.032				1.94																		
WILLAN PH4G								0.04					15.2	5.48		72.751									0.93	0.3	0.095	0.37		4		0.024							0.05				0.76																		
WILLAN PH4L			0.013		0.0037		0.0002	0.052			0.0002	0.56	15.46	5.73		71.0007									0.805	0.296	0.131	0.393		4.12		0.04							0.07				0.78											0.011		0.534	0.0002				
WILLAN PH4M					0.0037			0.0347				0.655	13.73	5.42		72.9114									0.728	0.323	0.112	0.338		4.39		0.0152							0.061				0.647								0.049					0.582					
XBS 17		0.02						0.63					1.46	0.075		77.439									19.59	0.46				0.03		0.047							0.007				0.21		0.012											0.02					
XEURO 085-1								0.067				0.019		0.291		98.2271									0.977							0.062	0.001						0.336	0.0073			0.008													0.0021			0.0025		
XEURO 274-1								1.563					8.036	0.0281		83.2669									0.397	1.455	0.0769			0.077		0.0148							0.0096				1.057													4.01	0.0087				
